0.0071 200901.4022
0.0072 175225.2432
0.0074 162112.5351
0.0078 152125.3787
0.0081 140467.8535
0.0083 128736.0571
0.0087 120112.6111
0.0089 109719.9673
0.0092 103112.8976
0.0096 95024.0753
0.0098 85986.3689
0.0101 82814.7291
0.0104 76450.8956
0.0108 73260.1258
0.0112 65721.7247
0.0115 63058.3518
0.0117 59197.0293
0.0121 56334.7721
0.0126 51234.8188
0.0130 49091.1143
0.0133 44816.7285
0.0138 42870.1871
0.0144 40010.5560
0.0148 37467.9128
0.0153 35433.4042
0.0160 32738.7635
0.0165 30562.7170
0.0172 29090.1891
0.0179 26981.0733
0.0186 24825.5846
0.0194 23616.6946
0.0200 21913.6331
0.0209 20721.5119
0.0218 19267.8244
0.0227 17949.6298
0.0238 16962.6785
0.0248 15798.2450
0.0254 14733.9057
0.0263 14153.4525
0.0275 13436.3157
0.0285 12527.3060
0.0294 11587.3331
0.0306 11102.8791
0.0319 10338.7504
0.0333 9631.4521
0.0342 8874.7799
0.0355 8629.7315
0.0369 7966.9549
0.0379 7473.9084
0.0393 7061.8730
0.0402 6527.1364
0.0418 6114.3185
0.0439 5655.8260
0.0455 5218.8114
0.0464 4816.2817
0.0483 4685.1513
0.0490 4289.1569
0.0510 4094.4191
0.0520 3709.1141
0.0541 3530.1882
0.0557 3248.8443
0.0578 3024.3237
0.0591 2750.1381
0.0610 2587.1553
0.0627 2335.4397
0.0652 2182.8678
0.0666 1977.9714
0.0689 1835.9609
0.0708 1640.3964
0.0735 1513.7649
0.0754 1360.7979
0.0781 1227.0756
0.0808 1104.2192
0.0832 972.0431
0.0861 870.5584
0.0894 786.9318
0.0918 691.1109
0.0949 617.2599
0.0978 543.5505
0.1012 485.4439
0.1046 429.8688
0.1071 379.2773
0.1101 338.4318
0.1134 301.0617
0.1173 266.2501
0.1206 235.6622
0.1241 206.0736
0.1276 183.2702
0.1315 160.6780
0.1361 146.6644
0.1379 132.3504
0.1418 118.5851
0.1459 103.9570
0.1500 91.5846
0.1546 80.8181
0.1600 73.3235
0.1621 65.9727
0.1667 60.5311
0.1715 52.3384
0.1769 45.8544
0.1834 41.3170
0.1880 36.1124
0.1933 32.6291
0.1988 28.8805
0.2045 25.5294
0.2118 22.7149
0.2191 19.7616
0.2259 17.2231
0.2335 15.1993
0.2404 13.2499
0.2487 11.8828
0.2561 10.3672
0.2642 9.1327
0.2731 8.2556
0.2812 7.2004
0.2911 6.5849
0.2953 5.9275
0.3054 5.3606
